TC1507 x DAS40278,DAS-Ø15Ø7-1 x DAS-4Ø278-9,"2,4-D herbicide tolerance",Maize,Zea mays L.,not available,aad-1
TC1507 x MON88017 x DAS40278,DAS-Ø15Ø7-1 x MON-88Ø17-3 x DAS-4Ø278-9,"2,4-D herbicide tolerance",Maize,Zea mays L.,not available,aad-1
TC1507 x NK603 x DAS40278,DAS-Ø15Ø7-1 x MON-ØØ6Ø3-6 x DAS-4Ø278-9,"2,4-D herbicide tolerance",Maize,Zea mays L.,not available,aad-1
DAS44406-6,DAS-444Ø6-6,"2,4-D herbicide tolerance",Soybean,Glycine max L.,not available,aad-12
DAS68416-4,DAS-68416-4,"2,4-D herbicide tolerance",Soybean,Glycine max L.,Enlist™ Soybean,aad-12
DAS68416-4 x MON89788,DAS-68416-4 x MON-89788-1,"2,4-D herbicide tolerance",Soybean,Glycine max L.,not available,aad-12
DAS81419 x DAS44406,DAS-81419-2 x DAS-444Ø6-6,"2,4-D herbicide tolerance",Soybean,Glycine max L.,not available,aad-12
KK179,MON-ØØ179-5,Altered lignin production,Alfalfa,Medicago sativa,HarvXtra™,ccomt (inverted repeat)
KK179 x J101,MON-ØØ179-5 x MON-ØØ1Ø1-8,Altered lignin production,Alfalfa,Medicago sativa,not available,ccomt (inverted repeat)
7Crp#10,not available,Anti-allergy,Rice,Oryza sativa L.,not available,7crp
KK179,MON-ØØ179-5,Antibiotic resistance,Alfalfa,Medicago sativa,HarvXtra™,nptII
KK179 x J101,MON-ØØ179-5 x MON-ØØ1Ø1-8,Antibiotic resistance,Alfalfa,Medicago sativa,not available,nptII
GD743,OKA-NBØØ1-8,Antibiotic resistance,Apple,Malus x Domestica,"Arctic™ ""Golden Delicious"" Apple",nptII
GS784,OKA-NBØØ2-9,Antibiotic resistance,Apple,Malus x Domestica,Arctic™ ,nptII
NF872,OKA-NBØØ3-1,Antibiotic resistance,Apple,Malus x Domestica,Arctic™ Fuji Apple,nptII
23-18-17 (Event 18),CGN-89111-8,Antibiotic resistance,Argentine Canola,Brassica napus,Laurical™ Canola,nptII
23-198 (Event 23),CGN-89465-2,Antibiotic resistance,Argentine Canola,Brassica napus,Laurical™ Canola,nptII
HCN10 (Topas 19/2),not available,Antibiotic resistance,Argentine Canola,Brassica napus,Liberty Link™ Independence™,nptII
HCN92 (Topas 19/2),ACS-BNØØ7-1,Antibiotic resistance,Argentine Canola,Brassica napus,Liberty Link™ Innovator™,nptII
HCN92 x MON88302,ACS-BNØØ7-1 x MON-883Ø2-9,Antibiotic resistance,Argentine Canola,Brassica napus,Liberty Link™ Innovator™ x TruFlex™ Roundup Ready™ Canola,nptII
MPS961,not available,Antibiotic resistance,Argentine Canola,Brassica napus,Phytaseed™ Canola,nptII
MPS962,not available,Antibiotic resistance,Argentine Canola,Brassica napus,Phytaseed™ Canola,nptII
MPS963,not available,Antibiotic resistance,Argentine Canola,Brassica napus,Phytaseed™ Canola,nptII
MPS964,not available,Antibiotic resistance,Argentine Canola,Brassica napus,Phytaseed™ Canola,nptII
MPS965,not available,Antibiotic resistance,Argentine Canola,Brassica napus,Phytaseed™ Canola,nptII
MS1 (B91-4),ACS-BNØØ4-7,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ Canola,nptII
MS1 x MON88302,ACS-BNØØ4-7 x MON-883Ø2-9,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ x TruFlex™ Roundup Ready™ Canola,nptII
MS1 x RF1 (PGS1),ACS-BNØØ4-7 x ACS-BNØØ1-4,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ Canola,nptII
MS1 x RF2 (PGS2),ACS-BNØØ4-7 x ACS-BNØØ2-5,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ Canola,nptII
MS1 x RF3,ACS-BNØØ4-7 x ACS-BNØØ3-6,Antibiotic resistance,Argentine Canola,Brassica napus,Invigor™ Canola ,nptII
RF1 (B93-101),ACS-BNØØ1-4,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ Canola,nptII
RF1 x MON88302,ACS-BNØØ1-4 x MON-883Ø2-9,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ x TruFlex™ Roundup Ready™ Canola,nptII
RF2 (B94-2),ACS-BNØØ2-5,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ Canola,nptII
RF2 x MON88302,ACS-BNØØ2-5 x MON-883Ø2-9,Antibiotic resistance,Argentine Canola,Brassica napus,InVigor™ x TruFlex™ Roundup Ready™ Canola,nptII
RM3-3,not available,Antibiotic resistance,Chicory,Cichorium intybus,Seed Link™ ,nptII
RM3-4,not available,Antibiotic resistance,Chicory,Cichorium intybus,Seed Link™ ,nptII
RM3-6,not available,Antibiotic resistance,Chicory,Cichorium intybus,Seed Link™ ,nptII
281-24-236 x 3006-210-23 x COT102  x 81910,DAS-24236-5 x DAS-21Ø23-5 x SYN-IR1Ø2-7 x DAS-81910-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,not available,aph4 (hpt)
3006-210-23 x 281-24-236 x MON1445,DAS-21Ø23-5 x DAS-24236-5 x MON-Ø1445-2,Antibiotic resistance,Cotton,Gossypium hirsutum L.,WideStrike™ Roundup Ready™ Cotton,aadnptII
3006-210-23 x 281-24-236 x MON88913 x COT102,DAS-21Ø23-5 x DAS-24236-5 x MON-88913-8 x SYN-IR1Ø2-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Widestrike™ x Roundup Ready Flex™ x VIPCOT™ Cotton,aph4 (hpt)
3006-210-23 x 281-24-236 x MON88913 x COT102 x 81910,DAS-21Ø23-5 x DAS-24236-5 x MON-88913-8 x SYN-IR1Ø2-7 x DAS-81910-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,not available,aph4 (hpt)
31707,not available,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Plus Bollgard™ Cotton,nptII
31803,not available,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Plus Bollgard™ Cotton,nptII
31807 ,not available,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Plus Bollgard™ Cotton,nptII
31808,not available,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Plus Bollgard™ Cotton,nptII
42317,not available,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Plus Bollgard™ Cotton,nptII
BXN10211 (10211),BXN-1Ø211-9,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Cotton,nptII
BXN10215 (10215),BXN-1Ø215-4,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Cotton,nptII
BXN10222 (10222),BXN-1Ø222-2,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Cotton,nptII
BXN10224 (10224),BXN-1Ø224-4,Antibiotic resistance,Cotton,Gossypium hirsutum L.,BXN™ Cotton,nptII
COT102 (IR102),SYN-IR1Ø2-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,VIPCOT™ Cotton,aph4 (hpt)
COT102 x COT67B,SYN-IR1Ø2-7 x SYN-IR67B-1,Antibiotic resistance,Cotton,Gossypium hirsutum L.,VIPCOT™ Cotton,aph4 (hpt)
COT102 x COT67B x MON88913,SYN-IR1Ø2-7 x SYN-IR67B-1 x MON-88913-8,Antibiotic resistance,Cotton,Gossypium hirsutum L.,VIPCOT™ Roundup Ready Flex™ Cotton,aph4 (hpt)
COT102 x MON15985, SYN-IR1Ø2-7 x MON-15985-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Bollgard®  III,aadaph4 (hpt)nptII
COT102 x MON15985 x MON88913,SYN-IR1Ø2-7 x MON-15985-7 x MON-88913-8,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Bollgard® III x Roundup Ready™ Flex™,aadaph4 (hpt)nptII
COT102 x MON15985 x MON88913 x MON88701,SYN-IR1Ø2-7 x MON-15985-7 x MON-88913-8 x MON 887Ø1-3,Antibiotic resistance,Cotton,Gossypium hirsutum L.,n/a,aadaph4 (hpt)nptII
Event1,not available,Antibiotic resistance,Cotton,Gossypium hirsutum L.,JK 1,nptII
GFM Cry1A,GTL-GFM311-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,not available,nptII
GHB614 x LLCotton25 x MON15985,BCS-GHØØ2-5 x ACS-GHØØ1-3 x MON-15985-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,not available,aadnptII
GHB614 x T304-40 x GHB119 x COT102,BCS-GHØØ2-5 x BCS-GHØØ4-7 x BCS-GHØØ5-8 x SYN-IR1Ø2-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Glytol™ x Twinlink™ x VIPCOT™ Cotton,aph4 (hpt)
LLCotton25 x MON15985,ACS-GHØØ1-3 x MON-15985-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Fibermax™ Liberty Link™ Bollgard II™ ,aadnptII
MLS 9124,not available,Antibiotic resistance,Cotton,Gossypium hirsutum L.,not available,nptII
MON1076,MON-89924-2,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Bollgard™ Cotton,aadnptII
MON1445,MON-Ø1445-2,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Roundup Ready™ Cotton,aadnptII
MON15985,MON-15985-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Bollgard II™ Cotton,aadnptII
MON15985 x MON1445,MON-15985-7 x MON-Ø1445-2,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Roundup Ready™ Bollgard II™ Cotton,aadnptII
MON1698,MON-89383-1,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Roundup Ready™ Cotton,aadnptII
MON531,MON-ØØ531-6,Antibiotic resistance,Cotton,Gossypium hirsutum L.,"Bollgard™ Cotton, Ingard™",aadnptII
MON531 x MON1445,MON-Ø531-6 x MON-Ø1445-2,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Roundup Ready™ Bollgard™ Cotton,aadnptII
MON757,MON-ØØ757-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Bollgard™ Cotton,aadnptII
MON88701 x MON88913 x MON15985,MON 887Ø1-3 x MON-88913-8 x MON-15985-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,not available,aadnptII
MON88913 x MON15985,MON-88913-8 x MON-15985-7,Antibiotic resistance,Cotton,Gossypium hirsutum L.,Roundup Ready™ Flex™ Bollgard II™ Cotton,aadnptII
Bt Brinjal Event EE1,Bt Brinjal Event EE1,Antibiotic resistance,Eggplant,Solanum melongena,"BARI Bt Begun-1, -2, -3 and -4",aadnptII
H421,H421,Antibiotic resistance,Eucalyptus,Eucalyptus sp.,GM Eucalyptus,nptII
FP967 (CDC Triffid),CDC-FLØØ1-2,Antibiotic resistance,Flax,Linum usitatissimum L.,CDC Triffid Flax,blanptIIspc
Bt10,not available,Antibiotic resistance,Maize,Zea mays L.,Bt10,bla
Bt176 (176),SYN-EV176-9,Antibiotic resistance,Maize,Zea mays L.,"NaturGard KnockOut™, Maximizer™",bla
CBH-351,ACS-ZMØØ4-3,Antibiotic resistance,Maize,Zea mays L.,Starlink™ Maize,bla
DBT418,DKB-89614-9,Antibiotic resistance,Maize,Zea mays L.,Bt Xtra™ Maize,bla
DLL25 (B16),DKB-8979Ø-5,Antibiotic resistance,Maize,Zea mays L.,not available,bla
GA21 x T25,MON-ØØØ21-9 x ACS-ZMØØ3-2,Antibiotic resistance,Maize,Zea mays L.,not available,bla
MON801 (MON80100),MON801,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
MON802,MON-8Ø2ØØ-7,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
MON809,PH-MON-8Ø9-2,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
MON810,MON-ØØ81Ø-6,Antibiotic resistance,Maize,Zea mays L.,"YieldGard™, MaizeGard™ ",nptII
MON832,not available,Antibiotic resistance,Maize,Zea mays L.,Roundup Ready™ Maize,nptII
MON863,MON-ØØ863-5,Antibiotic resistance,Maize,Zea mays L.,"YieldGard™ Rootworm RW, MaxGard™",nptII
MON863 x MON810,MON-ØØ863-5 x MON-ØØ81Ø-6,Antibiotic resistance,Maize,Zea mays L.,YieldGard™ Plus ,nptII
MON863 x MON810 x NK603,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6 x MON-ØØ863-5,Antibiotic resistance,Maize,Zea mays L.,YieldGard™ Plus with RR,nptII
MON863 x NK603,MON-ØØ863-5 x MON-ØØ6Ø3-6,Antibiotic resistance,Maize,Zea mays L.,YieldGard™ RW + RR,nptII
MON87460,MON-8746Ø-4,Antibiotic resistance,Maize,Zea mays L.,Genuity® DroughtGard™,nptII
MON87460 x MON89034 x MON88017,MON-8746Ø-4 x MON-89Ø34-3 x MON-88Ø17-3,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
MON87460 x MON89034 x NK603,MON-8746Ø-4 x MON-89Ø34-3 x MON-ØØ6Ø3-6,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
MON87460 x NK603,MON-8746Ø-4 x MON-ØØ6Ø3-6,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
MS3,ACS-ZMØØ1-9,Antibiotic resistance,Maize,Zea mays L.,InVigor™ Maize,bla
MS6,ACS-ZMØØ5-4,Antibiotic resistance,Maize,Zea mays L.,InVigor™ Maize,bla
NK603 x  MON810 x 4114 x MIR604,MON-00603-6 x MON-00810-6 x DP004114-3 x SYN-IR604-4,Antibiotic resistance,Maize,Zea mays L.,Not available,nptII
NK603 x T25,MON-ØØ6Ø3-6 x ACS-ZMØØ3-2,Antibiotic resistance,Maize,Zea mays L.,Roundup Ready™ Liberty Link™ Maize,bla
T14,ACS-ZMØØ2-1,Antibiotic resistance,Maize,Zea mays L.,Liberty Link™ Maize,bla
T25,ACS-ZMØØ3-2,Antibiotic resistance,Maize,Zea mays L.,Liberty Link™ Maize,bla
T25 x MON810,ACS-ZMØØ3-2 x MON-ØØ81Ø-6,Antibiotic resistance,Maize,Zea mays L.,Liberty Link™ Yieldgard™ Maize,bla
TC1507 × MON810 × MIR604 × NK603,DAS-Ø15Ø7-1 × MON-ØØ81Ø-6 × SYN-IR6Ø4-5 × MON-ØØ6Ø3-6,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
TC1507 x MON810 x MIR162,DAS-Ø15Ø7-1 x MON-ØØ81Ø-6 x SYN-IR162-4,Antibiotic resistance,Maize,Zea mays L.,not available,nptII
Melon A,not available,Antibiotic resistance,Melon,Cucumis melo,not available,nptII
Melon B,not available,Antibiotic resistance,Melon,Cucumis melo,not available,nptII
55-1,CUH-CP551-8,Antibiotic resistance,Papaya,Carica papaya,"Rainbow, SunUp",nptII
63-1,CUH-CP631-7,Antibiotic resistance,Papaya,Carica papaya,not available,nptII
X17-2,UFL-X17CP-6,Antibiotic resistance,Papaya,Carica papaya,not available,nptII
C-5,ARS-PLMC5-6,Antibiotic resistance,Plum,Prunus domestica,not available,nptII
"Bt poplar, poplar 12 (Populus nigra)",not available,Antibiotic resistance,Poplar,Populus sp.,not available,nptII
Hybrid poplar clone 741,not available,Antibiotic resistance,Poplar,Populus sp.,not available,nptII
1210 amk,not available,Antibiotic resistance,Potato,Solanum tuberosum L.,Lugovskoi plus,nptII
2904/1 kgs,not available,Antibiotic resistance,Potato,Solanum tuberosum L.,Elizaveta plus,nptII
ATBT04-27,NMK-89367-8,Antibiotic resistance,Potato,Solanum tuberosum L.,Atlantic NewLeaf™ potato,nptII
ATBT04-30,NMK-89613-2,Antibiotic resistance,Potato,Solanum tuberosum L.,Atlantic NewLeaf™ potato,nptII
ATBT04-31,NMK-8917Ø-9,Antibiotic resistance,Potato,Solanum tuberosum L.,Atlantic NewLeaf™ potato,nptII
ATBT04-36,NMK-89279-1,Antibiotic resistance,Potato,Solanum tuberosum L.,Atlantic NewLeaf™ potato,nptII
ATBT04-6,NMK-89761-6,Antibiotic resistance,Potato,Solanum tuberosum L.,Atlantic NewLeaf™ potato,nptII
BT06 ,NMK-89812-3,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Russet Burbank potato,nptII
BT10,NMK-89175-5,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Russet Burbank potato,nptII
BT12,NMK-896Ø1-8,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Russet Burbank potato,nptII
BT16,NMK-89167-6,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Russet Burbank potato,nptII
BT17,NMK-89593-9,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Russet Burbank potato,nptII
BT18,NMK-899Ø6-7,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Russet Burbank potato,nptII
BT23,NMK-89675-1,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Russet Burbank potato,nptII
EH92-527-1,BPS-25271-9,Antibiotic resistance,Potato,Solanum tuberosum L.,Amflora™,nptII
HLMT15-15,not available,Antibiotic resistance,Potato,Solanum tuberosum L.,Hi-Lite NewLeaf™ Y potato,aadnptII
HLMT15-3,not available,Antibiotic resistance,Potato,Solanum tuberosum L.,Hi-Lite NewLeaf™ Y potato,aadnptII
HLMT15-46,not available,Antibiotic resistance,Potato,Solanum tuberosum L.,Hi-Lite NewLeaf™ Y potato,aadnptII
RBMT15-101,NMK-89653-6,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Y Russet Burbank potato,aadnptII
RBMT21-129,NMK-89684-1,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Plus Russet Burbank potato,nptII
RBMT21-152,not available,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Plus Russet Burbank potato,nptII
RBMT21-350,NMK-89185-6,Antibiotic resistance,Potato,Solanum tuberosum L.,New Leaf™ Plus Russet Burbank potato,nptII
SEMT15-02,NMK-89935-9,Antibiotic resistance,Potato,Solanum tuberosum L.,Shepody NewLeaf™ Y potato,aadnptII
SEMT15-07,not available,Antibiotic resistance,Potato,Solanum tuberosum L.,Shepody NewLeaf™ Y potato,aadnptII
SEMT15-15,NMK-8993Ø-4,Antibiotic resistance,Potato,Solanum tuberosum L.,Shepody NewLeaf™ Y potato,aadnptII
SPBT02-5,NMK-89576-1,Antibiotic resistance,Potato,Solanum tuberosum L.,Superior NewLeaf™ potato,nptII
SPBT02-7,NMK-89724-5,Antibiotic resistance,Potato,Solanum tuberosum L.,Superior NewLeaf™ potato,nptII
7Crp#10,not available,Antibiotic resistance,Rice,Oryza sativa L.,not available,aph4 (hpt)
Tarom molaii + cry1Ab,not available,Antibiotic resistance,Rice,Oryza sativa L.,not available,aph4 (hpt)
Event 26,GOR-73226-6,Antibiotic resistance,Safflower,Carthamus tinctorius L.,not available,hph
Event 40,GOR-7324Ø-2,Antibiotic resistance,Safflower,Carthamus tinctorius L.,not available,hph
"260-05 (G94-1, G94-19, G168)",DD-Ø26ØØ5-3,Antibiotic resistance,Soybean,Glycine max L.,not available,bla
GU262,ACS-GMØØ3-1,Antibiotic resistance,Soybean,Glycine max L.,Liberty Link™ soybean,bla
CZW3,SEM-ØCZW3-2,Antibiotic resistance,Squash,Cucurbita pepo,not available,nptII
T120-7,ACS-BVØØ1-3,Antibiotic resistance,Sugar Beet,Beta vulgaris,Liberty Link™ sugarbeet,nptII
NXI-1T,NXI-1T,Antibiotic resistance,Sugarcane,Saccharum sp,not available,aph4 (hpt)nptII
Vector 21-41,not available,Antibiotic resistance,Tobacco,Nicotiana tabacum L.,not available,nptII
1345-4,not available,Antibiotic resistance,Tomato,Lycopersicon esculentum,not available,nptII
35-1-N,not available,Antibiotic resistance,Tomato,Lycopersicon esculentum,not available,nptII
5345,not available,Antibiotic resistance,Tomato,Lycopersicon esculentum,not available,nptII
8338,CGN-89322-3,Antibiotic resistance,Tomato,Lycopersicon esculentum,not available,nptII
B,SYN-ØØØØB-6,Antibiotic resistance,Tomato,Lycopersicon esculentum,not available,nptII
Da,SYN-ØØØDA-9,Antibiotic resistance,Tomato,Lycopersicon esculentum,not available,nptII
"F (1401F, h38F, 11013F, 7913F)",SYN-ØØØØF-1,Antibiotic resistance,Tomato,Lycopersicon esculentum,not available,nptII
FLAVR SAVR™,CGN-89564-2,Antibiotic resistance,Tomato,Lycopersicon esculentum,FLAVR SAVR™,nptII
3272 x Bt11 x MIR604,SYN-E3272-5 x SYN-BTØ11-1 x SYN-IR6Ø4-5,Coleopteran insect resistance,Maize,Zea mays L.,not available,mcry3A
3272 x Bt11 x MIR604 x GA21,SYN-E3272-5 x SYN-BTØ11-1 x SYN-IR6Ø4-5 x MON-ØØØ21-9,Coleopteran insect resistance,Maize,Zea mays L.,not available,mcry3A
3272 x Bt11 x MIR604 x TC1507 x 5307 x GA21 ,SYN-E3272-5 x SYN-BTØ11-1 x SYN-IR6Ø4-5 x DAS-Ø15Ø7-1 x SYN-Ø53Ø7-1 x MON-ØØØ21-9,Coleopteran insect resistance,Maize,Zea mays L.,not available,mcry3A
3272 x MIR604,SYN-E3272-5 x SYN-IR6Ø4-5,Coleopteran insect resistance,Maize,Zea mays L.,not available,mcry3A
3272 x MIR604 x GA21,SYN-E3272-5 x  SYN-IR6Ø4-5 x MON-ØØØ21-9,Coleopteran insect resistance,Maize,Zea mays L.,not available,mcry3A
4114,DP-ØØ4114-3,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1
5307 x MIR604 x Bt11 x TC1507 x GA21,SYN-Ø53Ø7-1 x SYN-IR6Ø4-5 x SYN-BTØ11-1 x DAS-Ø15Ø7-1 x MON-ØØØ21-9 ,Coleopteran insect resistance,Maize,Zea mays L.,Agrisure® Duracade™ 5122,mcry3A
5307 x MIR604 x Bt11 x TC1507 x GA21 x MIR162,SYN-Ø53Ø7-1 x SYN-IR6Ø4-5 x SYN-BTØ11-1 x DAS-Ø15Ø7-1 x MON-ØØØ21-9 x SYN-IR162-4 ,Coleopteran insect resistance,Maize,Zea mays L.,Agrisure® Duracade™ 5222,mcry3A
59122,DAS-59122-7,Coleopteran insect resistance,Maize,Zea mays L.,Herculex™ RW,cry34Ab1cry35Ab1
59122 x DAS40278,DAS-59122-7 x DAS-4Ø278-9,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1
59122 x GA21,DAS-59122-7 x MON-ØØØ21-9,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1
59122 x MIR604,DAS-59122-7 x SYN-IR6Ø4-5,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1mcry3A
59122 x MIR604 x GA21,DAS-59122-7 x SYN-IR6Ø4-5 x MON-ØØØ21-9,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1mcry3A
59122 x MIR604 x TC1507,DAS-59122-7 x SYN-IR6Ø4-5 x DAS-Ø15Ø7-1 ,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1mcry3A
59122 x MIR604 x TC1507 x GA21,DAS-59122-7 x  SYN-IR6Ø4-5 x DAS-Ø15Ø7-1 x MON-ØØØ21-9,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1mcry3A
59122 x MON810,DAS-59122-7 x MON-ØØ81Ø-6,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1
59122 x MON810 x MIR604,DAS-59122-7 x MON-ØØ81Ø-6 x SYN-IR6Ø4-5,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1mcry3A
59122 x MON810 x NK603,DAS-59122-7 x MON-ØØ81Ø-6 x MON-ØØ6Ø3-6,Coleopteran insect resistance,Maize,Zea mays L.,not available,cry34Ab1cry35Ab1
